4.445738077163696,-10.0,91.0,1.0,0
4.607580184936523,13.25,61.25,0,0
4.644946336746216,16.25,55.5,0,0
4.663488149642944,16.25,55.5,0,0
4.685218095779419,20.25,50.0,-1.0,0
4.70515513420105,0,0,0,0
4.72977614402771,0,0,0,0
4.748230218887329,0,0,0,0
4.766714096069336,23.75,48.0,-2.0,0
4.784778118133545,23.75,47.75,-1.0,0
4.805598020553589,22.25,46.5,-2.0,0
4.823743104934692,22.25,46.5,-2.0,0
4.8421630859375,22.75,43.5,-2.0,0
4.86050009727478,22.75,43.5,-2.0,0
4.879179000854492,24.0,46.25,-2.0,0
4.8977742195129395,23.5,63.5,-2.0,0
4.916447162628174,23.5,63.5,-2.0,0
4.9351842403411865,23.25,90.0,-2.0,0
4.953994989395142,23.25,90.0,-2.0,0
4.9727020263671875,22.75,118.75,-3.0,0
4.99143123626709,22.75,118.75,-3.0,0
5.0101001262664795,23.75,145.25,-1.0,0
5.028587102890015,23.75,145.25,-1.0,0
5.047194242477417,24.75,167.5,-2.0,0
5.065618991851807,24.75,167.5,-2.0,0
5.083948135375977,24.75,167.5,-2.0,0
5.102485179901123,24.75,167.5,-2.0,0
5.1211042404174805,24.75,167.5,-2.0,0
5.138915061950684,24.75,167.5,-2.0,0
5.157546043395996,24.75,167.5,-2.0,0
5.176343202590942,31.25,161.5,-4.0,0
5.194719076156616,31.25,161.5,-4.0,0
5.213128089904785,32.75,113.0,-5.0,0
5.231470108032227,34.0,87.5,-4.0,0
5.250662326812744,34.0,87.5,-4.0,0
5.269938945770264,34.5,63.25,-4.0,0
5.288625240325928,34.5,63.25,-4.0,0
5.307553052902222,32.75,46.25,-3.0,0
5.326688051223755,32.75,46.25,-3.0,0
5.346292972564697,27.5,40.75,-1.0,0
5.365547180175781,20.5,44.75,-1.0,0
5.384918212890625,20.5,44.75,-1.0,0
5.404139041900635,14.5,51.75,1.0,0
5.423255205154419,14.5,51.75,1.0,0
5.4429402351379395,14.5,51.75,1.0,0
5.461117267608643,0,0,0,0
5.4806389808654785,0,0,0,0
5.497916221618652,4.25,60.25,1.0,0
5.515312194824219,4.25,60.25,1.0,0
5.533527135848999,2.5,60.0,3.0,0
5.55174708366394,2.5,60.0,3.0,0
5.569048166275024,1.25,64.0,1.0,0
5.586856365203857,1.25,64.0,1.0,0
5.606045961380005,1.25,64.0,1.0,0
5.623506307601929,0.75,69.0,1.0,0
5.641909122467041,1.0,71.5,1.0,0
5.660430192947388,1.0,71.5,1.0,0
5.678710222244263,2.25,71.25,1.0,0
5.696382999420166,2.25,71.25,1.0,0
5.7148051261901855,5.0,66.25,1.0,0
5.7329840660095215,10.75,55.75,-1.0,0
5.7514262199401855,10.75,55.75,-1.0,0
5.76872706413269,10.75,55.75,-1.0,0
5.787299156188965,18.5,39.25,-1.0,0
5.805612087249756,25.75,18.75,-1.0,0
5.8238561153411865,25.75,18.75,-1.0,0
5.841210126876831,31.0,-0.75,-2.0,0
5.859881162643433,35.0,-17.25,-3.0,0
5.878249168395996,35.0,-17.25,-3.0,0
5.896919250488281,35.0,-17.25,-3.0,0
5.915085077285767,36.5,-28.75,-3.0,0
5.9333109855651855,0,0,0,0
5.952045202255249,0,0,0,0
5.970560073852539,35.0,-35.25,-3.0,0
5.989440202713013,35.0,-35.25,-3.0,0
6.0079522132873535,0,0,0,0
6.026463985443115,0,0,0,0
6.044617176055908,0,0,0,0
6.062903165817261,0,0,0,0
6.0814831256866455,35.0,-45.25,-4.0,0
6.099793195724487,35.0,-45.25,-4.0,0
6.118221044540405,35.0,-45.25,-4.0,0
6.136572360992432,35.0,-45.25,-4.0,0
6.155503273010254,35.0,-45.25,-4.0,0
6.17517614364624,35.0,-45.25,-4.0,0
6.19369912147522,0,0,0,0
6.211677312850952,0,0,0,0
6.229069232940674,33.5,-64.5,-4.0,0
6.247269153594971,33.5,-64.5,-4.0,0
6.265680313110352,33.5,-64.5,-4.0,0
6.284132242202759,31.0,-69.75,-2.0,0
6.302462100982666,31.0,-69.75,-2.0,0
6.3207502365112305,27.75,-77.25,-1.0,0
6.339003324508667,27.75,-77.25,-1.0,0
6.357466220855713,26.5,-88.5,-2.0,0
6.376092195510864,24.5,-96.0,-1.0,0
6.394827127456665,24.5,-96.0,-1.0,0
6.413344144821167,21.25,-102.0,-1.0,0
6.431880950927734,21.25,-102.0,-1.0,0
6.4504311084747314,20.0,-105.5,-2.0,0
6.469164133071899,18.25,-103.75,-2.0,0
6.487807035446167,18.25,-103.75,-2.0,0
6.506200075149536,17.0,-104.75,-1.0,0
6.5251452922821045,17.0,-104.75,-1.0,0
6.543578147888184,0,0,0,0
6.561707019805908,0,0,0,0
6.580221176147461,18.75,-112.0,-3.0,0
6.59883713722229,18.75,-113.75,-2.0,0
6.617209196090698,18.75,-113.75,-2.0,0
6.6355881690979,18.75,-113.75,-2.0,0
6.654105186462402,17.75,-115.0,-2.0,0
6.672823190689087,16.25,-121.5,-1.0,0
6.691638231277466,16.25,-121.5,-1.0,0
6.710661172866821,16.75,-129.5,-1.0,0
6.728823184967041,16.75,-129.5,-1.0,0
6.748528242111206,17.0,-133.5,-3.0,0
6.767649173736572,17.0,-133.5,-3.0,0
6.786801338195801,17.0,-133.5,-3.0,0
6.805483102798462,17.0,-132.75,-2.0,0
6.825627326965332,14.25,-129.75,-1.0,0
6.84523606300354,13.0,-132.0,-1.0,0
6.865869045257568,13.0,-132.0,-1.0,0
6.885434150695801,13.0,-136.25,-1.0,0
6.905062198638916,0,0,0,0
6.923535108566284,0,0,0,0
6.942569971084595,18.5,-149.25,-2.0,0
6.9610021114349365,18.5,-149.25,-2.0,0
6.979100227355957,0,0,0,0
6.996788024902344,0,0,0,0
7.014599323272705,16.0,-130.75,-2.0,0
7.0323920249938965,11.75,-124.75,-2.0,0
7.05075216293335,11.75,-124.75,-2.0,0
7.06921124458313,7.75,-124.0,-1.0,0
7.087687969207764,7.75,-124.0,-1.0,0
7.106249094009399,4.5,-123.5,0,0
7.126582145690918,4.5,-123.5,0,0
7.149054050445557,3.0,-127.0,0,0
7.169455289840698,3.0,-127.0,0,0
7.188690185546875,3.0,-127.0,0,0
7.207736253738403,3.0,-127.0,0,0
7.226402044296265,3.0,-127.0,0,0
7.244312047958374,3.25,-135.25,0,0
7.263128280639648,8.0,-140.25,-3.0,0
7.2813560962677,8.0,-140.25,-3.0,0
7.299726247787476,7.0,-133.75,-1.0,0
7.318183183670044,7.0,-133.75,-1.0,0
7.336773157119751,7.0,-133.75,-1.0,0
7.354936122894287,3.5,-125.25,-2.0,0
7.373687028884888,-1.75,-119.75,-1.0,0
